taxsimid,year,state,mstat,page,sage,depx,pwages,psemp,swages,ssemp,dividends,intrec,stcg,ltcg,otherprop,nonprop,pensions,gssi,pui,sui,transfers,rentpaid,proptax,otheritem,childcare,mortgage,scorp,idtl,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,pe_sidecar_year,pe_sidecar_state,pe_sidecar_fiitax,pe_sidecar_siitax,pe_sidecar_fica,pe_sidecar_tfica,pe_sidecar_v10,pe_sidecar_v11,pe_sidecar_v12,pe_sidecar_v13,pe_sidecar_v14,pe_sidecar_v17,pe_sidecar_qbid,pe_sidecar_niit,pe_sidecar_v18,pe_sidecar_v19,pe_sidecar_v22,pe_sidecar_v24,pe_sidecar_v25,pe_sidecar_v26,pe_sidecar_v27,pe_sidecar_v28,pe_sidecar_v29,pe_sidecar_v32,pe_sidecar_v34,pe_sidecar_v35,pe_sidecar_v36,pe_sidecar_srebate,pe_sidecar_v37,pe_sidecar_v38,pe_sidecar_v39,pe_sidecar_v40,pe_sidecar_v42,pe_sidecar_v43,pe_sidecar_v44,pe_sidecar_actc,pe_sidecar_cares,pe_sidecar_frate,pe_sidecar_srate,pe_sidecar_al_agi,pe_sidecar_al_standard_deduction,pe_sidecar_al_itemized_deductions,pe_sidecar_al_deductions,pe_sidecar_al_federal_income_tax_deduction,pe_sidecar_al_personal_exemption,pe_sidecar_al_dependent_exemption,pe_sidecar_al_retirement_exemption,pe_sidecar_al_taxable_income,pe_sidecar_al_income_tax_before_non_refundable_credits,pe_sidecar_al_non_refundable_credits,pe_sidecar_al_income_tax_before_refundable_credits,pe_sidecar_al_refundable_credits,pe_sidecar_al_income_tax,pe_sidecar_adjusted_gross_income,pe_sidecar_income_tax_before_credits,pe_sidecar_income_tax_capped_non_refundable_credits,pe_sidecar_net_investment_income_tax,pe_sidecar_income_tax_before_refundable_credits,pe_sidecar_eitc,pe_sidecar_american_opportunity_credit,pe_sidecar_refundable_ctc,pe_sidecar_income_tax_refundable_credits,pe_sidecar_income_tax,pe_sidecar_recapture_of_investment_credit,pe_sidecar_unreported_payroll_tax,pe_sidecar_qualified_retirement_penalty,pe_sidecar_tax_unit_taxable_social_security,pe_sidecar_tax_unit_social_security,pe_sidecar_taxable_pension_income,pe_agi,pe_exemptions,pe_standard_deduction,pe_itemized_deductions,pe_taxable_income,pe_tax_before_credits,pe_credits,pe_liability,pe_deductions,pe_deductions_status,pe_federal_tax_deduction,pe_federal_tax_deduction_status,pe_exemptions_status,pe_personal_exemption,pe_dependent_exemption,pe_total_ti_deductions,pe_replay_minus_release_al_agi,pe_replay_minus_release_al_taxable_income,pe_replay_minus_release_al_income_tax,pe_ti_floored,pe_unallocated_ti_reduction,pe_unallocated_after_v33,pe_unallocated_after_exemptions,pe_net_tax_reduction,pe_credit_reconciliation_residual,pe_raw_v32,pe_raw_v33,pe_raw_v34,pe_raw_v35,pe_raw_v36,pe_raw_v37,pe_raw_v38,pe_raw_v39,pe_raw_v40,pe_raw_v41,pe_raw_staxbc,pe_raw_siitax,pe_raw_fiitax,pe_raw_niit,pe_raw_v10,pe_raw_v25,pe_raw_actc,pe_raw_srebate,pe_raw_senergy,pe_raw_sctc,pe_raw_sptcr,pe_raw_samt,pe_raw_addmed,pe_fiitax_state0,pe_fiitax_state1_minus_state0,pe_niit_state0,pe_niit_state1_minus_state0,taxsim_agi,taxsim_exemptions,taxsim_standard_deduction,taxsim_itemized_deductions,taxsim_taxable_income,taxsim_tax_before_credits,taxsim_credits,taxsim_liability,taxsim_deductions,taxsim_deductions_status,taxsim_federal_tax_deduction,taxsim_federal_tax_deduction_status,taxsim_exemptions_status,taxsim_ti_floored,taxsim_unallocated_ti_reduction,taxsim_unallocated_after_v33,taxsim_unallocated_after_exemptions,taxsim_net_tax_reduction,taxsim_credit_reconciliation_residual,taxsim_raw_v32,taxsim_raw_v33,taxsim_raw_v34,taxsim_raw_v35,taxsim_raw_v36,taxsim_raw_v37,taxsim_raw_v38,taxsim_raw_v39,taxsim_raw_v40,taxsim_raw_v41,taxsim_raw_staxbc,taxsim_raw_siitax,taxsim_raw_fiitax,taxsim_raw_niit,taxsim_raw_v10,taxsim_raw_v25,taxsim_raw_actc,taxsim_raw_srebate,taxsim_raw_senergy,taxsim_raw_sctc,taxsim_raw_sptcr,taxsim_raw_samt,taxsim_raw_addmed,taxsim_fiitax_state0,taxsim_fiitax_state1_minus_state0,taxsim_niit_state0,taxsim_niit_state1_minus_state0,pe_minus_taxsim_agi,pe_minus_taxsim_exemptions,pe_minus_taxsim_standard_deduction,pe_minus_taxsim_itemized_deductions,pe_minus_taxsim_taxable_income,pe_minus_taxsim_tax_before_credits,pe_minus_taxsim_credits,pe_minus_taxsim_liability,pe_minus_taxsim_deductions,pe_minus_taxsim_federal_tax_deduction,pe_taxsim_liability_band,first_observed_component_difference,axiom_pe_federal_agi,axiom_pe_federal_exemptions,axiom_pe_federal_standard_deduction,axiom_pe_federal_itemized_deductions,axiom_pe_federal_taxable_income,axiom_pe_federal_tax_before_credits,axiom_pe_federal_credits,axiom_pe_federal_liability,axiom_pe_federal_deductions,axiom_pe_federal_federal_tax_deduction,axiom_pe_federal_status,axiom_taxsim_federal_agi,axiom_taxsim_federal_exemptions,axiom_taxsim_federal_standard_deduction,axiom_taxsim_federal_itemized_deductions,axiom_taxsim_federal_taxable_income,axiom_taxsim_federal_tax_before_credits,axiom_taxsim_federal_credits,axiom_taxsim_federal_liability,axiom_taxsim_federal_deductions,axiom_taxsim_federal_federal_tax_deduction,axiom_taxsim_federal_status
88647,2025,1,1,71,0,0,29071572.0,178268.359375,0.0,0.0,1114062.375,375184.34375,5301.95556640625,1129818.25,0,0,270668.4375,25485.269662921342,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1520761.75,2,,,,,,,,,,,,2025,1,12006586.0,1047609.8,1131012.1,698556.2,33684910.0,0.0,21662.48,17750.0,0.0,10000.0,339328.6,99725.95,33327834.0,11458083.0,0.0,0.0,0.0,33345584.0,0.0,11906859.09,698556.2,33659636.0,2500.0,698556.2,20952996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682863.61,0.0,0.0,125589.01,-6274.625,33659636.0,2500.0,698556.1,12706641.0,12006585.0,1500.0,0.0,6000.0,20952996.0,1047609.8,0.0,1047609.8,0.0,1047609.8,33684910.0,11906859.0,0.0,99725.945,12006585.0,0.0,0.0,0.0,0.0,12006585.0,0.0,0.0,0.0,21662.48,25485.27,270668.4375,33659636.0,1500.0,2500.0,698556.1,20952996.0,1047609.81,0.0,1047609.8125,698556.1875,PE_formula_max_std_itemized,12006585.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,12706641.0,0.0,0.0,-0.012499999953433871,False,12008083.8125,,12006583.8125,-0.0024999999441206455,-0.0024999999441206455,33659636.0,,2500.0,698556.1875,20952996.0,0.0,0.0,0.0,0.0,,1047609.81,1047609.8125,12006586.0,99725.953125,33684912.0,0.0,0.0,0.0,,0.0,,,,12006586.0,0.0,99725.953125,0.0,33659637.47,1500.0,2500.0,698556.09,20890479.75,1044483.99,0.0,1044483.99,698556.09,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,12070601.629999999,12069101.629999999,12069101.629999999,0.0,0.0,33659637.47,1500.0,2500.0,698556.09,20890479.75,0.0,0.0,0.0,0.0,5.0,1044483.99,1044483.99,12064327.34,157468.12,33684912.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261325.81,12064374.1,-46.75999999977648,157514.88,-46.76000000000931,-1.469999998807907,0.0,0.0,0.010000000009313226,62516.25,3125.820000000065,0.0,3125.8225000000093,0.09750000003259629,,over_15,agi,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88648,2025,1,1,72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-54.23995590209961,0.0,0,0,0.0,24271.685393258424,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,0.0,0.0,0.0,0.0,-54.24,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,-54.24,3000.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.239956,3000.0,8.678392,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.239956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24271.686,0.0,-54.24,1500.0,3000.0,8.678392,0.0,0.0,0.0,0.0,3000.0,PE_formula_max_std_itemized,0.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,4500.0,4.400000000259752e-05,0.0,0.0,True,-3054.24,,-4554.24,0.0,0.0,-54.24,,3000.0,8.680000305175781,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-54.2400016784668,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,-54.24,1500.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,True,-3054.24,-4554.24,-4554.24,0.0,0.0,-54.24,1500.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-54.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.678392,0.0,0.0,0.0,0.0,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88649,2025,1,1,85,0,0,11277.2529296875,0.0,0.0,0.0,50831.22265625,33244.18359375,569.51953125,702949.8125,0,0,53528.58203125,21635.10205992509,0.0,0.0,0,0.0,0.0,0,0.0,0.0,47134.48046875,2,,,,,,,,,,,,2025,1,193813.08,34746.1,1725.42,862.71,917924.9,0.0,18389.84,17750.0,0.0,10000.0,9426.9,27281.14,890748.0,25719.06,0.0,0.0,0.0,908498.0,9878.31,156653.63,862.71,893535.06,2500.0,862.71,695722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.52,0.0,0.0,3576.3909,-173.8203,893535.06,2500.0,862.70984,197813.08,193813.08,1500.0,0.0,6000.0,695722.0,34746.1,0.0,34746.1,0.0,34746.1,917924.9,166531.94,0.0,27281.145,193813.08,0.0,0.0,0.0,0.0,193813.08,0.0,0.0,0.0,18389.836,21635.102,53528.58203125,893535.06,1500.0,2500.0,862.70984,695722.0,34746.1,0.0,34746.1015625,2500.0,PE_formula_max_std_itemized,193813.08,direct_PE_replay,direct_PE_replay,1500.0,0.0,197813.08,0.0,0.0,-0.0015625000014551915,False,195313.06000000006,,193813.06000000006,-0.0015625000014551915,-0.0015625000014551915,893535.06,,2500.0,862.7100219726562,695722.0,0.0,0.0,0.0,0.0,,34746.1,34746.1015625,193813.078125,27281.140625,917924.875,0.0,0.0,0.0,,0.0,,,,193813.078125,0.0,27281.140625,0.0,893535.05,1500.0,2500.0,862.71,705652.73,35242.64,0.0,35242.64,2500.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,185382.32000000007,183882.32000000007,183882.32000000007,0.0,0.0,893535.05,1500.0,2500.0,862.71,705652.73,0.0,0.0,0.0,0.0,5.0,35242.64,35242.64,195803.25,27281.15,917924.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195803.25,0.0,27281.15,0.0,0.010000000009313226,0.0,0.0,-0.00016000000005078618,-9930.729999999981,-496.5400000000009,0.0,-496.5384374999994,0.0,,over_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88650,2025,1,1,35,0,0,27065.408203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,1131.54,1035.44,4141.01,2070.5,27065.41,0.0,0.0,15750.0,0.0,1163.27,0.0,0.0,11315.41,1131.54,0.0,0.0,0.0,27065.41,0.0,1131.54,2070.5,27065.41,2925.0,2070.5,21508.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.45,0.0,0.0,10.0,4.5,27065.408,2925.0,2070.5037,5556.541,1131.5408,1500.0,0.0,0.0,21508.867,1035.4434,0.0,1035.4434,0.0,1035.4434,27065.408,1131.5408,0.0,0.0,1131.5408,0.0,0.0,0.0,0.0,1131.5408,0.0,0.0,0.0,0.0,0.0,0.0,27065.41,1500.0,2925.0,2070.5037,21508.87,1035.44,0.0,1035.43994140625,2925.0,PE_formula_max_std_itemized,1131.5408,direct_PE_replay,direct_PE_replay,1500.0,0.0,5556.541,-0.0020000000004074536,-0.0030000000006111804,0.0034585937501105946,False,2631.540000000001,,1131.5400000000009,5.859375005456968e-05,5.859375005456968e-05,27065.41,,2925.0,2070.5,21508.87,0.0,0.0,0.0,0.0,,1035.44,1035.43994140625,1131.5400390625,0.0,27065.41015625,0.0,0.0,0.0,,0.0,,,,1131.5400390625,0.0,0.0,0.0,27065.41,1500.0,2943.93,2070.5,21489.94,1034.5,0.0,1034.5,2943.93,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,2631.540000000001,1131.5400000000009,1131.5400000000009,0.0,0.0,27065.41,1500.0,2943.93,2070.5,21489.94,0.0,0.0,0.0,0.0,5.0,1034.5,1034.5,1131.54,0.0,27065.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.54,0.0,0.0,0.0,0.0,0.0,-18.929999999999836,0.0037000000002080924,18.93000000000029,0.9400000000000546,0.0,0.93994140625,-18.929999999999836,,within_1,deductions,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88651,2025,1,1,69,0,0,2178290.5,1065760.25,0.0,0.0,2189967.25,1302484.875,559213.9375,19160264.0,0,0,690751.4375,23903.93258426966,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4447667.5,2,,,,,,,,,,,,2025,1,8488194.0,1150009.8,140212.16,97708.75,31600446.0,0.0,20318.34,17750.0,0.0,10000.0,1099831.4,882053.25,30482864.0,3336094.0,0.0,0.0,0.0,30500614.0,0.0,7606140.5,97708.75,31588400.0,2500.0,97708.75,23000996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58247.89,0.0,0.0,406975.0,-20343.75,31588400.0,2500.0,97708.75,8587403.0,8488194.0,1500.0,0.0,6000.0,23000996.0,1150009.8,0.0,1150009.8,0.0,1150009.8,31600446.0,7606140.5,0.0,882053.3,8488194.0,0.0,0.0,0.0,0.0,8488194.0,0.0,0.0,0.0,20318.342,23903.932,690751.4375,31588400.0,1500.0,2500.0,97708.75,23000996.0,1150009.75,0.0,1150009.75,97708.75,PE_formula_max_std_itemized,8488194.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,8587403.0,0.0,0.0,0.05000000004656613,False,8489695.25,,8488195.25,0.0,0.0,31588400.0,,2500.0,97708.75,23000996.0,0.0,0.0,0.0,0.0,,1150009.75,1150009.75,8488194.0,882053.25,31600446.0,0.0,0.0,0.0,,0.0,,,,8488194.0,0.0,882053.25,0.0,31588399.75,1500.0,2500.0,97708.75,22803774.97,1140148.75,0.0,1140148.75,97708.75,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,8686916.030000001,8685416.030000001,8685416.030000001,0.0,0.0,31588399.75,1500.0,2500.0,97708.75,22803774.97,0.0,0.0,0.0,0.0,5.0,1140148.75,1140148.75,8656873.37,1050732.06,31600446.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26662.68,8657205.98,-332.6100000012666,1051064.67,-332.6099999998696,0.25,0.0,0.0,0.0,197221.0300000012,9861.0,0.0,9861.0,0.0,,over_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88652,2025,1,1,83,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,20409.25936329588,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20409.26,0.0,0.0,1500.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,PE_formula_max_std_itemized,0.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,4500.0,0.0,0.0,0.0,True,-3000.0,,-4500.0,0.0,0.0,0.0,,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1500.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,True,-3000.0,-4500.0,-4500.0,0.0,0.0,0.0,1500.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88653,2025,1,2,49,47,0,25969.94140625,0.0,18033.6640625,0.0,0.0,0.6399310827255249,-20.23589134216309,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,1248.4,1656.78,6732.55,3366.28,43984.01,0.0,0.0,31500.0,0.0,1819.2,0.0,0.0,12484.01,1248.4,0.0,0.0,0.0,43984.01,0.0,1248.4,3366.28,43984.01,5000.0,3366.28,34735.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.05,0.0,0.0,10.0,4.5,43984.008,5000.0,3366.276,9248.401,1248.4011,3000.0,0.0,0.0,34735.605,1656.7803,0.0,1656.7803,0.0,1656.7803,43984.01,1248.4011,0.0,0.0,1248.4011,0.0,0.0,0.0,0.0,1248.4011,0.0,0.0,0.0,0.0,0.0,0.0,43984.01,3000.0,5000.0,3366.276,34735.61,1656.78,0.0,1656.780029296875,5000.0,PE_formula_max_std_itemized,1248.4011,direct_PE_replay,direct_PE_replay,3000.0,0.0,9248.401,-0.0020000000004074536,-0.004999999997380655,0.000270703124897409,False,4248.4000000000015,,1248.4000000000015,-2.929687502728484e-05,-2.929687502728484e-05,43984.01,,5000.0,3366.280029296875,34735.61,0.0,0.0,0.0,0.0,,1656.78,1656.780029296875,1248.4000244140625,0.0,43984.01171875,0.0,0.0,0.0,,0.0,,,,1248.4000244140625,0.0,0.0,0.0,43984.01,3000.0,5000.0,3366.28,34735.61,1656.78,0.0,1656.78,5000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,4248.4000000000015,1248.4000000000015,1248.4000000000015,0.0,0.0,43984.01,3000.0,5000.0,3366.28,34735.61,0.0,0.0,0.0,0.0,5.0,1656.78,1656.78,1248.4,0.0,43984.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.00400000000036016,0.0,0.0,0.0,2.929687502728484e-05,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88654,2025,1,2,79,82,3,0.0,0.0,9878.5419921875,479660.90625,2394885.2421875,34388.58447265625,445515.46875,2149152.5,0,0,105.10234832763672,18387.6404494382,0.0,0.0,0,0.0,0.0,0,0.0,0.0,46668239.5,2,4.0,3.0,3.0,,,,,,,,,2025,1,15148809.0,1849568.6,36794.52,36038.81,52180724.0,0.0,15629.5,34700.0,0.0,10000.0,9426234.0,190909.8,42719790.0,14049091.0,0.0,0.0,0.0,42754492.0,0.0,14957898.62,36038.81,52181720.0,5000.0,36038.81,36992972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.85,0.0,0.0,3487744.8,-174382.0,52181720.0,5000.0,36038.812,15188748.0,15148809.0,3000.0,900.0,105.10235,36992972.0,1849568.6,0.0,1849568.6,0.0,1849568.6,52180724.0,14957899.0,0.0,190909.8,15148809.0,0.0,0.0,0.0,0.0,15148809.0,0.0,0.0,0.0,15629.495,18387.64,105.10234832763672,52181720.0,3900.0,5000.0,36038.812,36992972.0,1849568.62,0.0,1849568.625,36038.80859375,PE_formula_max_std_itemized,15148809.0,direct_PE_replay,direct_PE_replay,3000.0,900.0,15188748.0,0.0,0.0,-0.024999999906867743,False,15152709.19140625,,15148809.19140625,-0.004999999888241291,-0.004999999888241291,52181720.0,,5000.0,36038.80859375,36992972.0,0.0,0.0,0.0,0.0,,1849568.62,1849568.625,15148809.0,190909.796875,52180724.0,0.0,0.0,0.0,,0.0,,,,15148809.0,0.0,190909.796875,0.0,52181720.74,3900.0,5000.0,36038.82,35186498.8,1759244.94,0.0,1759244.94,36038.82,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,16959183.120000005,16955283.120000005,16955283.120000005,0.0,0.0,52181720.74,3900.0,5000.0,36038.82,35186498.8,0.0,0.0,0.0,0.0,5.0,1759244.94,1759244.94,16921825.63,1963926.38,52180726.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.61,16922202.08,-376.44999999925494,1964302.83,-376.45000000018626,-0.7400000020861626,0.0,0.0,-0.008000000001629815,1806473.200000003,90323.68000000017,0.0,90323.68500000006,-0.011406249999708962,,over_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88655,2025,1,2,41,42,1,1167633.25,8221.890625,250714.796875,0.0,61581.544239997864,17463.253868103027,2837.417236328125,441538.9375,0,0,222.01747131347656,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1306614.875,2,14.0,,,,,,,,,,,2025,1,954462.9,112212.95,95608.55,53206.11,3256717.8,0.0,0.0,31500.0,0.0,10000.0,262945.34,19890.0,2962272.8,833948.75,0.0,0.0,0.0,2993772.5,0.0,934572.84,53206.11,3256828.0,5000.0,53206.11,2245859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31149.51,0.0,0.0,97326.75,-4861.453,3256828.0,5000.0,53206.11,1010969.0,954462.9,3000.0,300.0,0.0,2245859.0,112212.95,0.0,112212.95,0.0,112212.95,3256717.8,934572.9,0.0,19890.002,954462.9,0.0,0.0,0.0,0.0,954462.9,0.0,0.0,0.0,0.0,0.0,222.01747131347656,3256828.0,3300.0,5000.0,53206.11,2245859.0,112212.95,0.0,112212.953125,53206.109375,PE_formula_max_std_itemized,954462.9,direct_PE_replay,direct_PE_replay,3000.0,300.0,1010969.0,0.0,0.0,-0.003125000002910383,False,957762.890625,,954462.890625,-0.003125000002910383,-0.003125000002910383,3256828.0,,5000.0,53206.109375,2245859.0,0.0,0.0,0.0,0.0,,112212.95,112212.953125,954462.875,19890.0,3256717.75,0.0,0.0,0.0,,0.0,,,,954462.875,0.0,19890.0,0.0,3256827.98,3300.0,5000.0,53206.11,2196200.98,109730.05,0.0,109730.05,53206.11,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,1007420.8900000001,1004120.8900000001,1004120.8900000001,0.0,0.0,3256827.98,3300.0,5000.0,53206.11,2196200.98,0.0,0.0,0.0,0.0,5.0,109730.05,109730.05,1003900.7,69327.83,3256717.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10583.47,1004114.23,-213.53000000002794,69541.37,-213.5399999999936,0.02000000001862645,0.0,0.0,0.0,49658.02000000002,2482.899999999994,0.0,2482.903124999997,-0.0006250000005820766,,over_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88656,2025,1,2,54,51,1,379569.75,3207362.0,0.0,-344.5859680175781,974592.9375,6915798.5,24531573.537626263,22279062.0,0,0,103828.96875,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7005803.0,2,7.0,,,,,,,,,,,2025,1,21466446.0,2189788.0,146566.0,130144.04,65354300.0,0.0,0.0,31500.0,0.0,10000.0,2033974.2,2078639.2,63288820.0,14737075.0,0.0,0.0,0.0,63320324.0,0.0,19387806.0,130144.04,65397248.0,5000.0,130144.04,43797360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33327.88,0.0,0.0,752610.0,-37625.5,65397250.0,5000.0,130144.04,21599890.0,21466446.0,3000.0,300.0,0.0,43797360.0,2189788.0,0.0,2189788.0,0.0,2189788.0,65354300.0,19387806.0,0.0,2078639.1,21466446.0,0.0,0.0,0.0,0.0,21466446.0,0.0,0.0,0.0,0.0,0.0,103828.96875,65397248.0,3300.0,5000.0,130144.04,43797360.0,2189788.0,0.0,2189788.0,130144.0390625,PE_formula_max_std_itemized,21466446.0,direct_PE_replay,direct_PE_replay,3000.0,300.0,21599890.0,2.0,0.0,0.0,False,21469743.9609375,,21466443.9609375,0.0,0.0,65397248.0,,5000.0,130144.0390625,43797360.0,0.0,0.0,0.0,0.0,,2189788.0,2189788.0,21466446.0,2078639.25,65354300.0,0.0,0.0,0.0,,0.0,,,,21466446.0,0.0,2078639.25,0.0,65397246.11,3300.0,5000.0,130144.04,43445597.67,2172199.88,0.0,2172199.88,130144.04,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,21821504.4,21818204.4,21818204.4,0.0,0.0,65397246.11,3300.0,5000.0,130144.04,43445597.67,0.0,0.0,0.0,0.0,5.0,2172199.88,2172199.88,21732306.44,2344500.67,65354297.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27824.12,21732665.23,-358.78999999910593,2344859.46,-358.79000000003725,1.8900000005960464,0.0,0.0,0.0,351762.3299999982,17588.12000000011,0.0,17588.12000000011,-0.0009374999935971573,,over_15,agi,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
