taxsimid,year,state,mstat,page,sage,depx,pwages,psemp,swages,ssemp,dividends,intrec,stcg,ltcg,otherprop,nonprop,pensions,gssi,pui,sui,transfers,rentpaid,proptax,otheritem,childcare,mortgage,scorp,idtl,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,pe_sidecar_year,pe_sidecar_state,pe_sidecar_fiitax,pe_sidecar_siitax,pe_sidecar_fica,pe_sidecar_tfica,pe_sidecar_v10,pe_sidecar_v11,pe_sidecar_v12,pe_sidecar_v13,pe_sidecar_v14,pe_sidecar_v17,pe_sidecar_qbid,pe_sidecar_niit,pe_sidecar_v18,pe_sidecar_v19,pe_sidecar_v22,pe_sidecar_v24,pe_sidecar_v25,pe_sidecar_v26,pe_sidecar_v27,pe_sidecar_v28,pe_sidecar_v29,pe_sidecar_v32,pe_sidecar_v34,pe_sidecar_v35,pe_sidecar_v36,pe_sidecar_srebate,pe_sidecar_v37,pe_sidecar_v38,pe_sidecar_v39,pe_sidecar_v40,pe_sidecar_v42,pe_sidecar_v43,pe_sidecar_v44,pe_sidecar_actc,pe_sidecar_cares,pe_sidecar_frate,pe_sidecar_srate,pe_sidecar_al_agi,pe_sidecar_al_standard_deduction,pe_sidecar_al_itemized_deductions,pe_sidecar_al_deductions,pe_sidecar_al_federal_income_tax_deduction,pe_sidecar_al_personal_exemption,pe_sidecar_al_dependent_exemption,pe_sidecar_al_retirement_exemption,pe_sidecar_al_taxable_income,pe_sidecar_al_income_tax_before_non_refundable_credits,pe_sidecar_al_non_refundable_credits,pe_sidecar_al_income_tax_before_refundable_credits,pe_sidecar_al_refundable_credits,pe_sidecar_al_income_tax,pe_sidecar_adjusted_gross_income,pe_sidecar_income_tax_before_credits,pe_sidecar_income_tax_capped_non_refundable_credits,pe_sidecar_net_investment_income_tax,pe_sidecar_income_tax_before_refundable_credits,pe_sidecar_eitc,pe_sidecar_american_opportunity_credit,pe_sidecar_refundable_ctc,pe_sidecar_income_tax_refundable_credits,pe_sidecar_income_tax,pe_sidecar_recapture_of_investment_credit,pe_sidecar_unreported_payroll_tax,pe_sidecar_qualified_retirement_penalty,pe_sidecar_tax_unit_taxable_social_security,pe_sidecar_tax_unit_social_security,pe_sidecar_taxable_pension_income,pe_agi,pe_exemptions,pe_standard_deduction,pe_itemized_deductions,pe_taxable_income,pe_tax_before_credits,pe_credits,pe_liability,pe_deductions,pe_deductions_status,pe_federal_tax_deduction,pe_federal_tax_deduction_status,pe_exemptions_status,pe_personal_exemption,pe_dependent_exemption,pe_total_ti_deductions,pe_replay_minus_release_al_agi,pe_replay_minus_release_al_taxable_income,pe_replay_minus_release_al_income_tax,pe_ti_floored,pe_unallocated_ti_reduction,pe_unallocated_after_v33,pe_unallocated_after_exemptions,pe_net_tax_reduction,pe_credit_reconciliation_residual,pe_raw_v32,pe_raw_v33,pe_raw_v34,pe_raw_v35,pe_raw_v36,pe_raw_v37,pe_raw_v38,pe_raw_v39,pe_raw_v40,pe_raw_v41,pe_raw_staxbc,pe_raw_siitax,pe_raw_fiitax,pe_raw_niit,pe_raw_v10,pe_raw_v25,pe_raw_actc,pe_raw_srebate,pe_raw_senergy,pe_raw_sctc,pe_raw_sptcr,pe_raw_samt,pe_raw_addmed,pe_fiitax_state0,pe_fiitax_state1_minus_state0,pe_niit_state0,pe_niit_state1_minus_state0,taxsim_agi,taxsim_exemptions,taxsim_standard_deduction,taxsim_itemized_deductions,taxsim_taxable_income,taxsim_tax_before_credits,taxsim_credits,taxsim_liability,taxsim_deductions,taxsim_deductions_status,taxsim_federal_tax_deduction,taxsim_federal_tax_deduction_status,taxsim_exemptions_status,taxsim_ti_floored,taxsim_unallocated_ti_reduction,taxsim_unallocated_after_v33,taxsim_unallocated_after_exemptions,taxsim_net_tax_reduction,taxsim_credit_reconciliation_residual,taxsim_raw_v32,taxsim_raw_v33,taxsim_raw_v34,taxsim_raw_v35,taxsim_raw_v36,taxsim_raw_v37,taxsim_raw_v38,taxsim_raw_v39,taxsim_raw_v40,taxsim_raw_v41,taxsim_raw_staxbc,taxsim_raw_siitax,taxsim_raw_fiitax,taxsim_raw_niit,taxsim_raw_v10,taxsim_raw_v25,taxsim_raw_actc,taxsim_raw_srebate,taxsim_raw_senergy,taxsim_raw_sctc,taxsim_raw_sptcr,taxsim_raw_samt,taxsim_raw_addmed,taxsim_fiitax_state0,taxsim_fiitax_state1_minus_state0,taxsim_niit_state0,taxsim_niit_state1_minus_state0,pe_minus_taxsim_agi,pe_minus_taxsim_exemptions,pe_minus_taxsim_standard_deduction,pe_minus_taxsim_itemized_deductions,pe_minus_taxsim_taxable_income,pe_minus_taxsim_tax_before_credits,pe_minus_taxsim_credits,pe_minus_taxsim_liability,pe_minus_taxsim_deductions,pe_minus_taxsim_federal_tax_deduction,pe_taxsim_liability_band,first_observed_component_difference,axiom_pe_federal_agi,axiom_pe_federal_exemptions,axiom_pe_federal_standard_deduction,axiom_pe_federal_itemized_deductions,axiom_pe_federal_taxable_income,axiom_pe_federal_tax_before_credits,axiom_pe_federal_credits,axiom_pe_federal_liability,axiom_pe_federal_deductions,axiom_pe_federal_federal_tax_deduction,axiom_pe_federal_status,axiom_taxsim_federal_agi,axiom_taxsim_federal_exemptions,axiom_taxsim_federal_standard_deduction,axiom_taxsim_federal_itemized_deductions,axiom_taxsim_federal_taxable_income,axiom_taxsim_federal_tax_before_credits,axiom_taxsim_federal_credits,axiom_taxsim_federal_liability,axiom_taxsim_federal_deductions,axiom_taxsim_federal_federal_tax_deduction,axiom_taxsim_federal_status
88353,2025,1,1,72,0,0,2974820.75,1806118.0,0.0,0.0,13954738.0,829993.0625,1329150.125,25953820.0,0,0,1037174.5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,21906112.0,2,,,,,,,,,,,,2025,1,18825720.0,2540775.0,196461.69,142408.6,69767740.0,0.0,0.0,17750.0,0.0,10000.0,4737609.0,1598572.6,65012384.0,9245435.0,0.0,0.0,0.0,65030132.0,0.0,17227147.0,142408.6,69785928.0,2500.0,142408.6,50816300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83119.84,0.0,0.0,1752950.1,-87642.75,69785930.0,2500.0,142408.6,18969628.0,18825720.0,1500.0,0.0,6000.0,50816300.0,2540775.0,0.0,2540775.0,0.0,2540775.0,69767740.0,17227148.0,0.0,1598572.6,18825720.0,0.0,0.0,0.0,0.0,18825720.0,0.0,0.0,0.0,0.0,0.0,1037174.5,69785928.0,1500.0,2500.0,142408.6,50816300.0,2540775.0,0.0,2540775.0,142408.59375,PE_formula_max_std_itemized,18825720.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,18969628.0,2.0,0.0,0.0,False,18827219.40625,,18825719.40625,0.0,0.0,69785928.0,,2500.0,142408.59375,50816300.0,0.0,0.0,0.0,0.0,,2540775.0,2540775.0,18825720.0,1598572.625,69767744.0,0.0,0.0,0.0,,0.0,,,,18825720.0,0.0,1598572.625,0.0,69785926.44,1500.0,2500.0,142408.58,49935843.85,2496752.19,0.0,2496752.19,142408.58,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,19707674.009999998,19706174.009999998,19706174.009999998,0.0,0.0,69785926.44,1500.0,2500.0,142408.58,49935843.85,0.0,0.0,0.0,0.0,5.0,2496752.19,2496752.19,19657803.46,2430656.38,69767741.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39984.93,19658151.9,-348.4399999976158,2431004.82,-348.4399999999441,1.5600000023841858,0.0,0.0,0.02000000001862645,880456.1499999985,44022.810000000056,0.0,44022.810000000056,0.013750000012805685,,over_15,agi,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88354,2025,1,1,38,0,0,22791.921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,704.19,839.39,3487.16,1743.58,22791.92,0.0,0.0,15750.0,0.0,949.6,0.0,0.0,7041.92,704.19,0.0,0.0,0.0,22791.92,0.0,704.19,1743.58,22791.92,3000.0,1743.58,17587.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.48,0.0,0.0,10.0,4.5,22791.922,3000.0,1743.582,5204.1924,704.1922,1500.0,0.0,0.0,17587.73,839.38654,0.0,839.38654,0.0,839.38654,22791.922,704.1922,0.0,0.0,704.1922,0.0,0.0,0.0,0.0,704.1922,0.0,0.0,0.0,0.0,0.0,0.0,22791.92,1500.0,3000.0,1743.582,17587.73,839.39,0.0,839.3900146484375,3000.0,PE_formula_max_std_itemized,704.1922,direct_PE_replay,direct_PE_replay,1500.0,0.0,5204.1924,0.0020000000004074536,0.0,-0.0034746484375318687,False,2204.1899999999987,,704.1899999999987,-1.464843751364242e-05,-1.464843751364242e-05,22791.92,,3000.0,1743.5799560546875,17587.73,0.0,0.0,0.0,0.0,,839.39,839.3900146484375,704.1900024414062,0.0,22791.919921875,0.0,0.0,0.0,,0.0,,,,704.1900024414062,0.0,0.0,0.0,22791.92,1500.0,3000.0,1743.58,17587.73,839.39,0.0,839.39,3000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,2204.1899999999987,704.1899999999987,704.1899999999987,0.0,0.0,22791.92,1500.0,3000.0,1743.58,17587.73,0.0,0.0,0.0,0.0,5.0,839.39,839.39,704.19,0.0,22791.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.19,0.0,0.0,0.0,0.0,0.0,0.0,0.00200000000018008,0.0,0.0,0.0,1.464843751364242e-05,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88355,2025,1,1,51,0,0,3644.33349609375,0.0,0.0,0.0,0.0,0.0,-54.23995590209961,0.0,0,0,0.0,0.0,0.0,0.0,0,8569.622475856013,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,-278.79,0.0,557.58,278.79,3590.09,0.0,0.0,15750.0,0.0,476.39,0.0,0.0,0.0,0.0,0.0,0.0,278.79,15750.0,0.0,0.0,278.79,3590.09,3000.0,278.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.84,0.0,0.0,-7.65,0.0,3590.0935,3000.0,278.7915,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.0935,0.0,0.0,0.0,0.0,278.7915,0.0,0.0,278.7915,-278.7915,0.0,0.0,0.0,0.0,0.0,0.0,3590.09,1500.0,3000.0,278.7915,0.0,0.0,0.0,0.0,3000.0,PE_formula_max_std_itemized,0.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,4500.0,0.003499999999803549,0.0,0.0,True,590.0900000000001,,-909.9099999999999,0.0,0.0,3590.09,,3000.0,278.7900085449219,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-278.7900085449219,0.0,3590.090087890625,278.7900085449219,0.0,0.0,,0.0,,,,-278.7900085449219,0.0,0.0,0.0,3590.09,1500.0,3000.0,278.79,0.0,0.0,0.0,0.0,3000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,True,590.0900000000001,-909.9099999999999,-909.9099999999999,0.0,0.0,3590.09,1500.0,3000.0,278.79,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-278.79,0.0,3590.09,278.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-278.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0014999999999645297,0.0,0.0,0.0,0.0,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88356,2025,1,2,48,46,2,8.444720268249512,-17833.646484375,390481.90625,0.0,652.75341796875,437.0983276367187,-140953.9375,-23130.869995117188,0,0,0.0,0.0,0.0,0.0,0,6610.851624231782,0.0,0,0.0,0.0,-15271166.0,2,14.0,11.0,,,,,,,,,,2025,1,-3400.0,0.0,34426.08,17845.25,-221419.78,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,17845.25,-15061504.0,8500.0,2427685.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6926.52,3400.0,0.0,0.0,0.0,-15061504.0,8500.0,2427685.8,2432685.8,0.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221419.78,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,3400.0,-3400.0,0.0,0.0,0.0,0.0,0.0,0.0,-15061504.0,5000.0,8500.0,2427685.8,0.0,0.0,0.0,0.0,2427685.75,PE_formula_max_std_itemized,0.0,direct_PE_replay,direct_PE_replay,3000.0,2000.0,2432685.8,0.0,0.0,0.0,True,-17489189.75,,-17494189.75,0.0,0.0,-15061504.0,,8500.0,2427685.75,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-3400.0,0.0,-221419.78125,0.0,3400.0,0.0,,0.0,,,,-3400.0,0.0,0.0,0.0,-414918.03,13298.36,8500.0,17845.25,0.0,0.0,0.0,0.0,17845.25,observed_behavior_fit,,unavailable,v33_semantics_unverified,True,-432763.28,-446061.64,-446061.64,0.0,0.0,-414918.03,13298.36,8500.0,17845.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-253833.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.41,0.0,0.0,0.0,0.0,-14646585.97,-8298.36,0.0,2409840.55,0.0,0.0,0.0,0.0,2409840.5,,within_1,agi,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88357,2025,1,2,38,38,4,2118186.75,4288.03564453125,314904.46875,11002.2021484375,105395.80078125,65550.99438476562,694.5731506347656,2872655.0625,0,0,0.0,0.0,0.0,0.0,0,15915.013169446882,0.0,0,0.0,0.0,2244172.546875,2,17.0,16.0,9.0,1.0,,,,,,,,2025,1,2217196.2,271827.66,134416.84,77300.62,7736646.0,0.0,0.0,31500.0,0.0,10000.0,451851.62,115683.26,7253294.5,1505902.8,0.0,0.0,0.0,7284794.0,0.0,2101512.88,77300.62,7736850.0,5000.0,77300.62,5438153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55054.73,0.0,0.0,167221.75,-8356.219,7736850.0,5000.0,77300.62,2298696.8,2217196.2,3000.0,1200.0,0.0,5438153.0,271827.66,0.0,271827.66,0.0,271827.66,7736646.0,2101513.0,0.0,115683.26,2217196.2,0.0,0.0,0.0,0.0,2217196.2,0.0,0.0,0.0,0.0,0.0,0.0,7736850.0,4200.0,5000.0,77300.62,5438153.0,271827.66,0.0,271827.65625,77300.6171875,PE_formula_max_std_itemized,2217196.2,direct_PE_replay,direct_PE_replay,3000.0,1200.0,2298696.8,0.0,0.0,0.003749999974388629,False,2221396.3828125,,2217196.3828125,0.003749999974388629,0.003749999974388629,7736850.0,,5000.0,77300.6171875,5438153.0,0.0,0.0,0.0,0.0,,271827.66,271827.65625,2217196.25,115683.2578125,7736646.0,0.0,0.0,0.0,,0.0,,,,2217196.25,0.0,115683.2578125,0.0,7736850.44,4200.0,5000.0,77300.62,5352725.57,267556.28,0.0,267556.28,77300.62,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,2306824.25,2302624.25,2302624.25,0.0,0.0,7736850.44,4200.0,5000.0,77300.62,5352725.57,0.0,0.0,0.0,0.0,5.0,267556.28,267556.28,2302214.74,200702.06,7736645.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19774.9,2302474.5,-259.7599999997765,200961.81,-259.75,-0.44000000040978193,0.0,0.0,0.0,85427.4299999997,4271.379999999946,0.0,4271.376249999972,-0.002812499995343387,,over_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88358,2025,1,1,27,0,0,14719.783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4284.811237928006,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,-335.37,470.99,2252.13,1126.06,14719.78,0.0,0.0,15750.0,0.0,545.99,0.0,0.0,0.0,0.0,0.0,0.0,335.37,15750.0,0.0,0.0,1126.06,14719.78,3000.0,1126.06,10219.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.44,0.0,0.0,7.65,5.0,14719.783,3000.0,1126.0634,4500.0,0.0,1500.0,0.0,0.0,10219.783,470.98917,0.0,470.98917,0.0,470.98917,14719.783,0.0,0.0,0.0,0.0,335.36658,0.0,0.0,335.36658,-335.36658,0.0,0.0,0.0,0.0,0.0,0.0,14719.78,1500.0,3000.0,1126.0634,10219.78,470.99,0.0,470.989990234375,3000.0,PE_formula_max_std_itemized,0.0,direct_PE_replay,direct_PE_replay,1500.0,0.0,4500.0,0.002999999998792191,0.002999999998792191,-0.000820234374998563,False,1500.0,,0.0,9.765625009094947e-06,9.765625009094947e-06,14719.78,,3000.0,1126.06005859375,10219.78,0.0,0.0,0.0,0.0,,470.99,470.989990234375,-335.3699951171875,0.0,14719.7802734375,335.3699951171875,0.0,0.0,,0.0,,,,-335.3699951171875,0.0,0.0,0.0,14719.78,1500.0,3000.0,1126.06,10219.78,470.99,0.0,470.99,3000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,1500.0,0.0,0.0,0.0,0.0,14719.78,1500.0,3000.0,1126.06,10219.78,0.0,0.0,0.0,0.0,5.0,470.99,470.99,-335.37,0.0,14719.78,335.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-335.37,0.0,0.0,0.0,0.0,0.0,0.0,0.003400000000056025,0.0,0.0,0.0,-9.765625009094947e-06,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88359,2025,1,2,48,48,1,160258.79687499974,517.1102294921847,8839.20703125,0.0,3108.165283203124,1630.5148925781189,0.0,7457.994140624987,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,40947.67187499999,2,9.0,,,,,,,,,,,2025,1,27134.57,8885.79,25945.06,13009.06,222722.92,0.0,0.0,31500.0,0.0,10756.15,8285.65,0.0,182937.28,27749.65,2200.0,0.0,0.0,214437.28,0.0,29334.57,13009.06,222759.45,5000.0,13009.06,179315.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2451.92,0.0,0.0,21.9922,3.5176,222759.45,5000.0,13009.0625,43443.633,27134.572,3000.0,300.0,0.0,179315.81,8885.791,0.0,8885.791,0.0,8885.791,222722.92,29334.572,2200.0,0.0,27134.572,0.0,0.0,0.0,0.0,27134.572,0.0,0.0,0.0,0.0,0.0,0.0,222759.45,3300.0,5000.0,13009.0625,179315.81,8885.79,0.0,8885.7900390625,13009.0595703125,PE_formula_max_std_itemized,27134.572,direct_PE_replay,direct_PE_replay,3000.0,300.0,43443.633,0.0,0.0,0.0009609374992578523,False,30434.580429687514,,27134.580429687514,-3.9062499126885086e-05,-3.9062499126885086e-05,222759.45,,5000.0,13009.0595703125,179315.81,0.0,0.0,0.0,0.0,,8885.79,8885.7900390625,27134.5703125,0.0,222722.921875,0.0,0.0,0.0,,0.0,,,,27134.5703125,0.0,0.0,0.0,222759.46,3300.0,5000.0,13009.06,179242.76,8882.14,0.0,8882.14,13009.06,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,30507.639999999985,27207.639999999985,27207.639999999985,0.0,0.0,222759.46,3300.0,5000.0,13009.06,179242.76,0.0,0.0,0.0,0.0,5.0,8882.14,8882.14,27134.57,0.0,222722.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27134.57,0.0,0.0,0.0,-0.009999999980209395,0.0,0.0,0.002500000000509317,73.04999999998836,3.650000000001455,0.0,3.650039062500582,-0.00042968749949068297,,over_1_through_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88360,2025,1,1,43,0,0,22910.630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3060.5794556628616,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,716.06,844.73,3505.33,1752.66,22910.63,0.0,0.0,15750.0,0.0,955.53,0.0,0.0,7160.63,716.06,0.0,0.0,0.0,22910.63,0.0,716.06,1752.66,22910.63,3000.0,1752.66,17694.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.2,0.0,0.0,10.0,4.5,22910.63,3000.0,1752.6632,5216.063,716.0631,1500.0,0.0,0.0,17694.568,844.7284,0.0,844.7284,0.0,844.7284,22910.63,716.0631,0.0,0.0,716.0631,0.0,0.0,0.0,0.0,716.0631,0.0,0.0,0.0,0.0,0.0,0.0,22910.63,1500.0,3000.0,1752.6632,17694.57,844.73,0.0,844.72998046875,3000.0,PE_formula_max_std_itemized,716.0631,direct_PE_replay,direct_PE_replay,1500.0,0.0,5216.063,0.0,-0.0020000000004074536,-0.0015804687500349246,False,2216.0600000000013,,716.0600000000013,1.9531250018189894e-05,1.9531250018189894e-05,22910.63,,3000.0,1752.6600341796875,17694.57,0.0,0.0,0.0,0.0,,844.73,844.72998046875,716.0599975585938,0.0,22910.630859375,0.0,0.0,0.0,,0.0,,,,716.0599975585938,0.0,0.0,0.0,22910.63,1500.0,3000.0,1752.66,17694.57,844.73,0.0,844.73,3000.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,2216.0600000000013,716.0600000000013,716.0600000000013,0.0,0.0,22910.63,1500.0,3000.0,1752.66,17694.57,0.0,0.0,0.0,0.0,5.0,844.73,844.73,716.06,0.0,22910.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0031999999998788553,0.0,0.0,0.0,-1.9531250018189894e-05,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88361,2025,1,1,70,0,0,15550.738281249976,0.0,0.0,0.0,5192.143554687495,899.3107299804673,0.0,4501.916503906233,0,0,38982.7734375,0.0,0.0,0.0,0,23260.40386303775,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,,2025,1,3563.44,2538.17,2379.26,1189.63,65126.88,0.0,0.0,17750.0,0.0,3066.34,0.0,0.0,41376.88,3563.44,0.0,0.0,0.0,59126.88,0.0,3563.44,1189.63,59126.88,2500.0,1189.63,51563.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.49,0.0,0.0,12.0,4.3999,59126.883,2500.0,1189.6315,7563.4385,3563.4387,1500.0,0.0,6000.0,51563.445,2538.1724,0.0,2538.1724,0.0,2538.1724,65126.883,3563.4387,0.0,0.0,3563.4387,0.0,0.0,0.0,0.0,3563.4387,0.0,0.0,0.0,0.0,0.0,38982.7734375,59126.88,1500.0,2500.0,1189.6315,51563.45,2538.17,0.0,2538.169921875,2500.0,PE_formula_max_std_itemized,3563.4387,direct_PE_replay,direct_PE_replay,1500.0,0.0,7563.4385,0.0030000000042491592,-0.004999999997380655,0.0024781249999250576,False,5063.43,,3563.4300000000003,7.812500007275958e-05,7.812500007275958e-05,59126.88,,2500.0,1189.6300048828125,51563.45,0.0,0.0,0.0,0.0,,2538.17,2538.169921875,3563.43994140625,0.0,65126.87890625,0.0,0.0,0.0,,0.0,,,,3563.43994140625,0.0,0.0,0.0,59126.88,1500.0,2500.0,1189.63,51563.44,2538.17,0.0,2538.17,2500.0,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,5063.439999999995,3563.439999999995,3563.439999999995,0.0,0.0,59126.88,1500.0,2500.0,1189.63,51563.44,0.0,0.0,0.0,0.0,5.0,2538.17,2538.17,3563.44,0.0,65126.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0014999999998508429,0.00999999999476131,0.0,0.0,-7.812500007275958e-05,0.0,,within_1,no_component_gap_over_1,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
88362,2025,1,2,35,40,1,287732.71875,0.0,94849.6875,0.0,9707.2966918945,592.4584999084462,0.0,3186.50097656248,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7339.340332031249,2,6.0,,,,,,,,,,,2025,1,71951.66,15150.84,45885.9,23539.57,403408.0,0.0,0.0,31500.0,0.0,19790.4,1467.87,512.48,370440.12,71505.12,2000.0,0.0,0.0,401940.12,0.0,73439.19,23539.57,403408.0,5000.0,23539.57,304616.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740.69,0.0,0.0,24.0,3.6055,403408.0,5000.0,23539.568,98791.234,71951.664,3000.0,300.0,0.0,304616.75,15150.838,0.0,15150.838,0.0,15150.838,403408.0,73439.19,2000.0,512.4777,71951.664,0.0,0.0,0.0,0.0,71951.664,0.0,0.0,0.0,0.0,0.0,0.0,403408.0,3300.0,5000.0,23539.568,304616.75,15150.84,0.0,15150.83984375,23539.5703125,PE_formula_max_std_itemized,71951.664,direct_PE_replay,direct_PE_replay,3000.0,300.0,98791.234,0.0,0.0,-0.0018437500002619345,False,75251.6796875,,71951.6796875,0.00015625000014551915,0.00015625000014551915,403408.0,,5000.0,23539.5703125,304616.75,0.0,0.0,0.0,0.0,,15150.84,15150.83984375,71951.65625,512.47998046875,403408.0,0.0,0.0,0.0,,0.0,,,,71951.65625,0.0,512.47998046875,0.0,403408.0,3300.0,5000.0,23539.57,304216.69,15130.83,0.0,15130.83,23539.57,observed_behavior_fit,,unavailable,v33_semantics_unverified,False,75651.73999999999,72351.73999999999,72351.73999999999,0.0,0.0,403408.0,3300.0,5000.0,23539.57,304216.69,0.0,0.0,0.0,0.0,5.0,15130.83,15130.83,72181.35,771.76,403408.0,0.0,170.4,0.0,0.0,0.0,0.0,0.0,1193.24,72200.96,-19.610000000000582,791.37,-19.610000000000014,0.0,0.0,0.0,-0.0020000000004074536,400.0599999999977,20.01000000000022,0.0,20.009843750000073,0.0003125000002910383,,over_15,taxable_income,,,,,,,,,,,pending_module,,,,,,,,,,,pending_module
