taxsimid,year,state,mstat,page,sage,depx,pwages,psemp,swages,ssemp,dividends,intrec,stcg,ltcg,otherprop,nonprop,pensions,gssi,pui,sui,transfers,rentpaid,proptax,otheritem,childcare,mortgage,scorp,idtl,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11
88355,2025,1,1,51,0,0,3644.33349609375,0.0,0.0,0.0,0.0,0.0,-54.23995590209961,0.0,0,0,0.0,0.0,0.0,0.0,0,8569.622475856013,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88356,2025,1,2,48,46,2,8.444720268249512,-17833.646484375,390481.90625,0.0,652.75341796875,437.09832763671875,-140953.9375,-23130.869995117188,0,0,0.0,0.0,0.0,0.0,0,6610.851624231782,0.0,0,0.0,0.0,-15271166.0,2,14.0,11.0,,,,,,,,,
88357,2025,1,2,38,38,4,2118186.75,4288.03564453125,314904.46875,11002.2021484375,105395.80078125,65550.99438476562,694.5731506347656,2872655.0625,0,0,0.0,0.0,0.0,0.0,0,15915.013169446882,0.0,0,0.0,0.0,2244172.546875,2,17.0,16.0,9.0,1.0,,,,,,,
88358,2025,1,1,27,0,0,14719.783203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4284.811237928006,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88359,2025,1,2,48,48,1,160258.79687499974,517.1102294921847,8839.20703125,0.0,3108.165283203124,1630.5148925781189,0.0,7457.994140624987,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,40947.67187499999,2,9.0,,,,,,,,,,
88360,2025,1,1,43,0,0,22910.630859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3060.5794556628616,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88361,2025,1,1,70,0,0,15550.738281249976,0.0,0.0,0.0,5192.143554687495,899.3107299804673,0.0,4501.916503906233,0,0,38982.7734375,0.0,0.0,0.0,0,23260.40386303775,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88362,2025,1,2,35,40,1,287732.71875,0.0,94849.6875,0.0,9707.296691894499,592.4584999084462,0.0,3186.50097656248,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7339.340332031249,2,6.0,,,,,,,,,,
88363,2025,1,1,26,0,0,71224.7578125,0.0,0.0,0.0,0.0,70.7322998046875,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,9916.277436347673,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88364,2025,1,1,73,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-53561.95703125,-881.3992919921875,0,0,0.0,3860.382958801498,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-30583.734375,2,,,,,,,,,,,
88365,2025,1,2,69,46,1,1747.8936767578125,0.0,195.11331176757812,0.0,1176.0604248046875,1440.74072265625,0.0,8603.9375,0,0,0.0,0.0,0.0,0.0,0,14690.781387181736,0.0,0,0.0,0.0,0.0,2,24.0,,,,,,,,,,
88366,2025,1,1,55,0,0,35.61237716674805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18133.333333333332,0.0,0,12242.317822651446,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88367,2025,1,1,43,0,1,66120.3203125,0.0,0.0,0.0,0.0,10.104614257812356,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4284.811237928006,0.0,0,0.0,0.0,0.0,2,12.0,,,,,,,,,,
88368,2025,1,2,72,79,0,131185.59375,245.0867462158203,669661.75,53396.81640625,294936.6904296875,70478.3505859375,15960.8515625,1023704.095703125,0,0,63010.45947265625,51507.86704119849,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2322410.3828125,2,,,,,,,,,,,
88369,2025,1,1,80,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,30646.067415730333,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88370,2025,1,2,75,70,0,27725.0390625,0.0,1478486.125,275649.59375,4493154.5732421875,602461.4006347656,4385.22509765625,2344799.91796875,0,0,111478.10571289062,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6110514.5,2,,,,,,,,,,,
88371,2025,1,1,74,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-13.559988975524902,0.0,0,0,0.0,16512.101123595505,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88372,2025,1,1,30,0,0,2647.186767578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88373,2025,1,1,31,0,0,27896.36328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88374,2025,1,2,82,67,0,0.0,0.0,0.0,0.0,0.0,7.663218021392822,-53944.177490234375,-3538.407958984375,0,0,0.0,19613.483146067414,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-94385.09375,2,,,,,,,,,,,
88375,2025,1,1,67,0,0,19705.515625,19584.412109375,0.0,0.0,143771.953125,39812.18359375,0.0,912180.5,0,0,23273.296875,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,188122.640625,2,,,,,,,,,,,
88376,2025,1,1,52,0,0,210469.15625,0.0,0.0,0.0,19351.296875,2617.09521484375,0.0,59121.5546875,0,0,0.0,0.0,0.0,0.0,0,734.5390693590869,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88377,2025,1,1,47,0,0,33238.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1469.0781387181737,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88378,2025,1,2,71,69,0,0.0,0.0,0.0,0.0,0.0,12.75174617767334,-2409.416015625,0.0,0,0,0.0,30646.067415730337,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88379,2025,1,1,30,0,0,0.0,-23604.544921875,0.0,0.0,0.0,0.0,-962.7592163085938,-40.67996597290039,0,0,0.0,0.0,0.0,0.0,0,28157.33099209833,0.0,0,0.0,0.0,-235.25949096679688,2,,,,,,,,,,,
88380,2025,1,2,53,49,1,0.0,0.0,4871654.0,188212.671875,11805484.0,105427.3984375,-1394.4144287109375,5887331.0,0,0,74307.625,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4283899.5,2,16.0,,,,,,,,,,
88381,2025,1,1,20,0,0,15669.4462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88382,2025,1,1,36,0,3,63033.91015625,5707.935546875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,13466.549604916592,0.0,0,0.0,0.0,0.0,2,16.0,14.0,13.0,,,,,,,,
88383,2025,1,1,25,0,0,18399.728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,28157.33099209833,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88384,2025,1,1,67,0,0,0.0,0.0,0.0,0.0,20986.6171875,6446.744140624987,0.0,71867.9453125,0,0,10973.35937499998,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88385,2025,1,2,51,55,0,84953.2421875,0.0,148953.6875,3599.505126953125,24624.36469268799,13347.817209243774,0.0,115112.4453125,0,0,63187.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,104230.046875,2,,,,,,,,,,,
88386,2025,1,1,35,0,0,58166.88671875,0.0,0.0,0.0,0.0,10.1046142578125,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,4284.811237928006,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88387,2025,1,2,39,37,3,77387.359375,0.0,0.0,-35.37583541870117,0.0,19.215383529663086,-7135.25927734375,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,6.0,4.0,2.0,,,,,,,,
88388,2025,1,2,85,80,0,563.50732421875,0.0,0.0,0.0,2875.439208984375,1313.599853515625,0.0,1091.31591796875,0,0,0.0,71507.49063670411,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88389,2025,1,1,54,0,0,0.0,-291271.15625,0.0,0.0,0.0,0.0,-336287.71875,-421580.0625,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-2438595.25,2,,,,,,,,,,,
88390,2025,1,2,40,41,0,8377.2646484375,0.0,0.0,-3074.718505859375,0.0,0.0,-921.6654663085938,0.0,0,0,0.0,0.0,0.0,0.0,0,17139.244951712026,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88391,2025,1,2,65,68,0,161.9669952392578,0.0,0.0,-78586.8984375,0.0,0.0,-2173180.5,-2064289.75,0,0,0.0,46764.877340823965,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-18031168.0,2,,,,,,,,,,,
88392,2025,1,2,67,63,0,0.0,0.0,87739.6796875,0.0,17179.4228515625,3516.422607421875,0.0,72173.00683593712,0,0,5295.844238281237,12430.044943820223,0.0,0.0,0,0.0,0.0,0,0.0,0.0,20853.38281249993,2,,,,,,,,,,,
88393,2025,1,1,26,0,0,325022.3125,14813.849609375,0.0,0.0,515671.1875,5466.5966796875,2684.8779296875,279606.96875,0,0,919.2952270507812,0.0,0.0,0.0,0,14690.781387181736,0.0,0,0.0,0.0,5504559.5,2,,,,,,,,,,,
88394,2025,1,2,66,62,0,0.0,-2643263.5,157.072509765625,0.0,0.0,0.0,-497695.61196899414,-143057.890625,0,0,0.0,44130.33707865168,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-42486176.0,2,,,,,,,,,,,
88395,2025,1,2,60,24,0,161967.31249999994,431.8619995117126,138468.375,241113.5625,638822.666015625,605727.4851074219,246333.46875,3388985.43359375,0,0,20851.388183593717,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2836848.265624999,2,,,,,,,,,,,
88396,2025,1,2,58,58,2,0.0,0.0,160251.78125,34375.140625,17589.005859375,2608.37060546875,-1174.68212890625,92974.96875,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1091377.3010101318,2,5.0,4.0,,,,,,,,,
88397,2025,1,1,72,0,0,0.0,0.0,0.0,0.0,1185.607666015625,373.8707275390625,0.0,0.0,0,0,5818.32421875,4699.063670411984,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88398,2025,1,2,30,33,0,0.0,-85882.1171875,1432200.625,7113.99560546875,188258.625,50279.94921875,-345025.0,440749.52734375,0,0,27155.048828125,0.0,0.0,0.0,0,8447.199297629499,0.0,0,0.0,0.0,1462445.890625,2,,,,,,,,,,,
88399,2025,1,1,34,0,0,43921.93359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,15915.013169446882,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88400,2025,1,1,23,0,0,43090.9765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,7100.54433713784,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88401,2025,1,1,68,0,0,118.707931518553,0.0,0.0,0.0,27800.455078124924,8437.353515624982,0.0,36611.97265624998,0,0,25833.359374999996,19613.483146067414,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88402,2025,1,2,34,34,4,0.0,0.0,0.0,0.0,0.0,0.0,-944.7872314453125,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,6.0,4.0,2.0,0.0,,,,,,,
88403,2025,1,1,51,0,0,2668554.25,995792.0,0.0,0.0,19201392.0,986917.6875,633793.875,54809476.0,0,0,9751.51171875,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1673793.125,2,,,,,,,,,,,
88404,2025,1,2,28,27,0,122610.8828125,0.0,15516844.0,852337.0625,781462.2250976562,2046861.396850586,59778.50941872597,18815398.82019043,0,0,157810.03125,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6159108.0,2,,,,,,,,,,,
88405,2025,1,1,55,0,0,42260.0234375,0.0,0.0,0.0,0.0,10.1046142578125,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,13466.549604916592,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88406,2025,1,1,45,0,0,5258.76123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88407,2025,1,1,32,0,0,19705.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88408,2025,1,2,36,32,1,4705.10693359375,-1284498.375,199906.046875,966.607177734375,982.3355102539062,3487.767578125,-2486710.5,-233067.47973632812,0,0,9606.841796875,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-18882375.609375,2,11.0,,,,,,,,,,
88409,2025,1,1,47,0,0,0.0,-503489.375,0.0,0.0,0.0,0.0,-618199.9375,-2287570.25,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-30165494.0,2,,,,,,,,,,,
88410,2025,1,1,22,0,0,535728.875,0.0,0.0,0.0,38157.48828125,4658.2275390625,0.0,395409.28125,0,0,0.0,0.0,0.0,0.0,0,10405.97014925373,0.0,0,0.0,0.0,311.4613037109375,2,,,,,,,,,,,
88411,2025,1,1,43,0,1,35612.37890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,11.0,,,,,,,,,,
88412,2025,1,2,76,58,0,1849.58935546875,0.0,0.0,-554855.875,802.6793212890625,115.92112731933594,-183537.328125,-803907.9852905273,0,0,0.0,24086.78745318352,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-202774.796875,2,,,,,,,,,,,
88413,2025,1,2,36,40,3,13412.400390625,0.0,1768842.75,334106.71875,136246.21875,67065.375,30281.607177734375,2042670.625,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4293501.5,2,3.0,2.0,1.0,,,,,,,,
88414,2025,1,2,24,24,0,22197.134765625,0.0,458.4884948730469,-7877.564453125,0.0,0.0,-657599.3125,-4389.3623046875,0,0,0.0,0.0,0.0,0.0,0,3305.425812115891,0.0,0,0.0,0.0,-1231682.5,2,,,,,,,,,,,
88415,2025,1,1,50,0,0,70749.9296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,11018.086040386303,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88416,2025,1,2,84,83,0,669661.75,53396.81640625,730.2445678710938,0.0,283624.3687057495,62564.9818816185,15960.8515625,998422.0,0,0,58532.34375,20226.40449438202,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2203069.75,2,,,,,,,,,,,
88417,2025,1,1,68,0,0,23504.169921875,0.0,0.0,0.0,749.5220947265608,272.82458496093676,0.0,311.8797607421875,0,0,26647.92578125,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88418,2025,1,1,45,0,0,10707.455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88419,2025,1,1,62,0,0,0.0,-10176.67578125,0.0,0.0,0.0,0.0,-14644.7880859375,-12787.0693359375,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-246761.0625,2,,,,,,,,,,,
88420,2025,1,1,38,0,0,67782.2265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88421,2025,1,1,55,0,0,105650.05468749994,0.0,0.0,0.0,654.1283569335932,151.56921386718722,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88422,2025,1,1,58,0,0,63271.328125,0.0,0.0,0.0,340.6918640136719,20.209228515625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,8936.892010535557,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88423,2025,1,2,46,38,0,962708.4375,208626.328125,60158.078125,0.0,281288.11407470703,39511.49360656738,0.0,554707.3955383301,0,0,16240.568359375,0.0,0.0,0.0,0,7957.506584723441,0.0,0,0.0,0.0,875245.9375,2,,,,,,,,,,,
88424,2025,1,2,40,34,1,434273.75,0.0,61881.25390625,0.0,4150.701171875,371.12840700149536,0.0,398.5700988769531,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2436.0759493670885,0.0,0.0,2,1.0,,,,,,,,,,
88425,2025,1,1,23,0,0,15906.8623046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,22036.172080772605,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88426,2025,1,1,33,0,0,18637.14453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,24484.635645302893,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88427,2025,1,1,42,0,3,40598.11328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,16.0,9.0,7.0,,,,,,,,
88428,2025,1,2,32,32,2,2214.158935546875,0.0,449.9966735839844,0.0,0.0,0.0,-14755.4765625,0.0,0,0,0.0,0.0,0.0,0.0,0,7957.506584723441,0.0,0,0.0,0.0,-112096.6953125,2,2.0,1.0,,,,,,,,,
88429,2025,1,1,26,0,0,56386.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,11385.355575065845,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88430,2025,1,2,40,36,1,274040.21875,0.0,52052.46484375,0.0,3100.7645621299744,482.58725237846375,0.0,7043.59228515625,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,10.0,,,,,,,,,,
88431,2025,1,2,46,46,2,2889047.0,78149.453125,64168.828125,0.0,1171851.0,305498.80414009094,579990.5205078125,16656577.0,0,0,3828.079345703125,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16770241.0,2,14.0,12.0,,,,,,,,,
88432,2025,1,1,53,0,0,38461.37109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88433,2025,1,1,66,0,0,0.0,0.0,0.0,0.0,3338.780029296875,313.2430419921875,0.0,0.0,0,0,10531.1669921875,34654.573033707864,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88434,2025,1,1,75,0,0,14684171.0,3433130.75,0.0,0.0,364404.0,1004398.6875,0.0,175466.265625,0,0,114737.3515625,14280.045880149812,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1294225.625,2,,,,,,,,,,,
88435,2025,1,1,70,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-18034.78515625,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88436,2025,1,1,29,0,0,112416.40625,0.0,0.0,0.0,381.5748596191406,50.5230712890625,0.0,406.7996826171875,0,0,0.0,0.0,0.0,0.0,0,13466.549604916592,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88437,2025,1,1,51,0,2,91167.6875,20756.12890625,0.0,0.0,8040.32763671875,959.9384155273438,0.0,64409.94921875,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,25955.109375,2,8.0,7.0,,,,,,,,,
88438,2025,1,2,68,57,1,0.0,0.0,95721.24218749999,0.0,1332.5373535156157,176.64146447181696,-103.70282745361328,3974.68530273437,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,260.02822875976193,2,16.0,,,,,,,,,,
88439,2025,1,2,32,38,2,2389.5087890625,0.0,8092.2265625,0.0,0.0,0.0,-176.36898803710938,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,3.0,3.0,,,,,,,,,
88440,2025,1,2,35,40,3,36236.44140625,0.0,0.0,-3867992.25,0.8153700828552246,8.156218528747559,-290341.71875,-887636.875,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-12064418.0,2,15.0,13.0,11.0,,,,,,,,
88441,2025,1,2,41,42,2,11402.228515625,0.0,0.0,-505.01513671875,0.0,0.0,-6391.734375,-543.4268188476562,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-1930.577880859375,2,13.0,6.0,,,,,,,,,
88442,2025,1,1,46,0,0,388293.625,150984.09375,0.0,0.0,473697.9375,6767060.5,8823485.0,7586814.0,0,0,113573.6875,0.0,0.0,0.0,0,8324.776119402984,0.0,0,0.0,0.0,2093020.0,2,,,,,,,,,,,
88443,2025,1,2,35,35,0,26792.080078125,0.0,83468.1640625,0.0,949.5820922851558,648.9849853515606,-17671.80078125,4841.978027343733,0,0,0.0,0.0,0.0,0.0,0,12119.894644424932,0.0,0,0.0,0.0,15413.943481445272,2,,,,,,,,,,,
88444,2025,1,1,68,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-162.71986389160156,0.0,0,0,0.0,1634.4569288389512,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88445,2025,1,2,52,49,0,287829.125,0.0,74640.7265625,0.0,16371.033508300674,1687.0843811035156,0.0,34949.261047363194,0,0,10527.969726562465,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,20771.63410949698,2,,,,,,,,,,,
88446,2025,1,1,64,0,0,13568316.0,5274400.0,0.0,0.0,18029412.0,805539.875,208281.4375,96804760.0,0,0,107057.1640625,29885.023408239696,0.0,0.0,0,20811.94029850746,0.0,0,0.0,0.0,35215892.0,2,,,,,,,,,,,
88447,2025,1,1,37,0,0,84045.21093749996,0.0,0.0,0.0,0.0,10.104614257812385,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88448,2025,1,1,35,0,0,33356.9296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6978.1211589113245,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88449,2025,1,2,47,47,2,444161.5625,0.0,40162.46484375,0.0,3463.9306640625,502.64961564540863,-1404.8984375,4369.01611328125,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,19.0,15.0,,,,,,,,,
88450,2025,1,1,63,0,0,3715.55810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,9181.738366988586,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88451,2025,1,2,57,21,0,6884.4345703125,0.0,2098.65380859375,0.0,0.0,0.0,-115.15300750732422,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88452,2025,1,1,66,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,9806.741573033707,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88453,2025,1,2,69,77,0,0.0,0.0,0.0,0.0,0.0,20.209228515625,-25.73381233215332,0.0,0,0,0.0,31553.19101123595,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88454,2025,1,1,51,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88455,2025,1,2,71,64,0,0.0,0.0,19815.89453125,0.0,31.63430404663086,31.570008277893066,-2409.416015625,0.0,0,0,0.0,35267.494382022465,0.0,0.0,0,15915.013169446882,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88456,2025,1,1,83,0,0,0.0,-24784772.0,0.0,0.0,0.0,0.0,-1521430.75,-438936.84375,0,0,0.0,10602.51779026217,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-4117041.0,2,,,,,,,,,,,
88457,2025,1,2,73,71,0,0.0,-23688.623046875,0.0,-186539.8125,0.0,0.0,-2713416.125,-251118.47265625,0,0,0.0,49156.292134831456,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-27014965.8125,2,,,,,,,,,,,
88458,2025,1,2,71,85,0,0.0,0.0,98663.18749999958,358.64364624022926,55600.910156249985,17085.742187499964,0.0,250309.9999999999,0,0,31638.734374999935,34593.2808988764,0.0,0.0,0,0.0,0.0,0,0.0,0.0,110153.91406249996,2,,,,,,,,,,,
88459,2025,1,1,27,0,0,46177.38281249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,9181.738366988586,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88460,2025,1,1,33,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,17138.22475856014,0.0,0,0.0,0.0,0.0,2,11.0,6.0,,,,,,,,,
88461,2025,1,1,67,0,0,19705.515625,19584.412109375,0.0,0.0,143771.953125,39812.18359375,0.0,912180.5,0,0,23273.296875,16731.731273408237,0.0,0.0,0,0.0,0.0,0,0.0,0.0,188122.640625,2,,,,,,,,,,,
88462,2025,1,2,38,43,3,123515.3593749998,182.0525207519529,0.0,-19714.310546875,3275.024658203121,373.795104980468,-8472209.0,-1071520.0546875,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-35647574.91308594,2,18.0,13.0,9.0,,,,,,,,
88463,2025,1,2,39,38,3,10498434.0,1784357.5,1101.220458984375,0.0,2925292.5,6846402.0,7262934.417816162,44788644.0,0,0,77740.3046875,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,73360376.93261337,2,4.0,3.0,2.0,,,,,,,,
88464,2025,1,2,54,53,2,0.0,-1245235.75,146309.953125,0.0,1139.8162841796875,207.44546508789062,-1821185.125,-863530.6867675781,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-572199.4375,2,17.0,17.0,,,,,,,,,
88465,2025,1,1,74,0,0,44752.890625,14177.775390625,0.0,0.0,6732.07080078125,3172.848876953125,0.0,7010.5146484375,0,0,45150.1953125,10615.797752808987,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88466,2025,1,1,41,0,0,36799.45703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,12242.317822651446,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
