taxsimid,year,state,mstat,page,sage,depx,pwages,psemp,swages,ssemp,dividends,intrec,stcg,ltcg,otherprop,nonprop,pensions,gssi,pui,sui,transfers,rentpaid,proptax,otheritem,childcare,mortgage,scorp,idtl,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11
88109,2025,1,1,26,0,0,71224.7578125,0.0,0.0,0.0,0.0,70.7322998046875,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88110,2025,1,2,55,77,0,81731.1484375,0.0,2388.702392578125,0.0,243.21665573120117,96.3654088973999,-6199.88916015625,323.7104797363281,0,0,0.0,19061.85393258427,0.0,0.0,0,6121.158911325723,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88111,2025,1,1,54,0,0,9116.7685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1101.8086040386302,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88112,2025,1,1,69,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3187.1910112359546,0.0,0.0,0,6733.274802458296,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88113,2025,1,1,32,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3427.848990342405,0.0,0,0.0,0.0,0.0,2,6.0,5.0,5.0,,,,,,,,
88114,2025,1,1,32,0,0,3038.923095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88115,2025,1,1,43,0,0,0.0,-54112.3046875,0.0,0.0,0.0,0.0,-1024864.0,-184009.046875,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-2901533.75,2,,,,,,,,,,,
88116,2025,1,2,43,54,1,0.0,-143540.625,36886.03515625,0.0,0.0,0.0,-524197.875,-523912.53125,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-750580.375,2,4.0,,,,,,,,,,
88117,2025,1,2,59,72,0,151789.265625,1553.5103759765625,11599.0380859375,0.0,38298.65234375,17529.9169921875,0.0,148868.615234375,0,0,20103.105346679688,29052.471910112356,0.0,0.0,0,0.0,0.0,0,0.0,0.0,224133.71875,2,,,,,,,,,,,
88118,2025,1,2,66,65,0,1651.303466796875,0.0,161.9669952392578,0.0,1116.924072265625,576.8115844726562,0.0,0.0,0,0,1150.0804443359375,35157.16853932584,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88119,2025,1,1,74,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-13.559988975524902,0.0,0,0,0.0,16731.731273408237,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88120,2025,1,2,35,31,2,7021.36083984375,0.0,6830.04541015625,0.0,0.0,0.0,-18364.341796875,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,10.0,7.0,,,,,,,,,
88121,2025,1,1,33,0,0,116333.7734375,83.6940689086914,0.0,0.0,831.2880859375,980.1476440429688,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,10283.546971027215,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88122,2025,1,2,75,79,0,76576.3515625,0.0,35214.90625,0.0,8767.839233398438,828.5839233398438,-34.485172271728516,6502.887939453125,0,0,0.0,44130.33707865168,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88123,2025,1,1,28,0,1,0.0,-19195.392578125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2706.7510548523205,0.0,0.0,2,4.0,,,,,,,,,,
88124,2025,1,1,69,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,36162.35955056179,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88125,2025,1,2,48,50,0,13366.6201171875,0.0,312806.21875,0.0,21722.162109374844,12369.393554687496,-294.5638122558594,139506.23437499997,0,0,170.3684082031233,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,61309.51171874928,2,,,,,,,,,,,
88126,2025,1,1,39,0,3,68138.3515625,4469.26318359375,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,17.0,16.0,10.0,,,,,,,,
88127,2025,1,1,67,0,0,0.0,0.0,0.0,0.0,449.7132263183594,434.4984436035156,0.0,0.0,0,0,20945.966796875,17995.37078651685,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,,,,,,,,,,,
88128,2025,1,2,62,64,1,36979.56640625,0.0,39885.86328125,0.0,0.0,65.93869984149933,0.0,0.0,0,0,0.0,12907.102059925091,0.0,0.0,0,2448.4635645302897,0.0,0,0.0,0.0,0.0,2,42.0,,,,,,,,,,
88129,2025,1,2,33,34,4,1079.8980712890625,0.0,15815.4833984375,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,18189.367088607592,0.0,0.0,2,8.0,6.0,4.0,0.0,,,,,,,
88130,2025,1,2,83,79,0,669661.75,53396.81640625,136434.109375,34.85406494140625,288165.796875,64558.27673339844,15960.8515625,1054137.89453125,0,0,65244.00830078125,22860.944756554305,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2205159.3862304688,2,,,,,,,,,,,
