taxsimid,year,state,fiitax,siitax,fica,tfica,v10,v11,v12,v13,v14,v17,qbid,niit,v18,v19,v22,v24,v25,v26,v27,v28,v29,v32,v34,v35,v36,srebate,v37,v38,v39,v40,v42,v43,v44,actc,cares,frate,srate,pe_al_agi,pe_al_standard_deduction,pe_al_itemized_deductions,pe_al_deductions,pe_al_federal_income_tax_deduction,pe_al_personal_exemption,pe_al_dependent_exemption,pe_al_retirement_exemption,pe_al_taxable_income,pe_al_income_tax_before_non_refundable_credits,pe_al_non_refundable_credits,pe_al_income_tax_before_refundable_credits,pe_al_refundable_credits,pe_al_income_tax,pe_adjusted_gross_income,pe_income_tax_before_credits,pe_income_tax_capped_non_refundable_credits,pe_net_investment_income_tax,pe_income_tax_before_refundable_credits,pe_eitc,pe_american_opportunity_credit,pe_refundable_ctc,pe_income_tax_refundable_credits,pe_income_tax,pe_recapture_of_investment_credit,pe_unreported_payroll_tax,pe_qualified_retirement_penalty,pe_tax_unit_taxable_social_security,pe_tax_unit_social_security,pe_taxable_pension_income
88654,2025,1,1.5148809e+07,1.8495686e+06,36794.52,36038.81,5.2180724e+07,0.0,15629.5,34700.0,0.0,10000.0,9.426234e+06,190909.8,4.271979e+07,1.4049091e+07,0.0,0.0,0.0,4.2754492e+07,0.0,14957898.62,36038.81,52181720.0,5000.0,36038.81,36992972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.85,0.0,0.0,3.4877448e+06,-174382.0,5.218172e+07,5000.0,36038.812,1.5188748e+07,1.5148809e+07,3000.0,900.0,105.10235,3.6992972e+07,1.8495686e+06,0.0,1.8495686e+06,0.0,1.8495686e+06,5.2180724e+07,1.4957899e+07,0.0,190909.8,1.5148809e+07,0.0,0.0,0.0,0.0,1.5148809e+07,0.0,0.0,0.0,15629.495,18387.64,105.10234832763672
88655,2025,1,954462.9,112212.95,95608.55,53206.11,3.2567178e+06,0.0,0.0,31500.0,0.0,10000.0,262945.34,19890.0,2.9622728e+06,833948.75,0.0,0.0,0.0,2.9937725e+06,0.0,934572.84,53206.11,3256828.0,5000.0,53206.11,2245859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31149.51,0.0,0.0,97326.75,-4861.453,3.256828e+06,5000.0,53206.11,1.010969e+06,954462.9,3000.0,300.0,0.0,2.245859e+06,112212.95,0.0,112212.95,0.0,112212.95,3.2567178e+06,934572.9,0.0,19890.002,954462.9,0.0,0.0,0.0,0.0,954462.9,0.0,0.0,0.0,0.0,0.0,222.01747131347656
88656,2025,1,2.1466446e+07,2.189788e+06,146566.0,130144.04,6.53543e+07,0.0,0.0,31500.0,0.0,10000.0,2.0339742e+06,2.0786392e+06,6.328882e+07,1.4737075e+07,0.0,0.0,0.0,6.3320324e+07,0.0,19387806.0,130144.04,65397248.0,5000.0,130144.04,43797360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33327.88,0.0,0.0,752610.0,-37625.5,6.539725e+07,5000.0,130144.04,2.159989e+07,2.1466446e+07,3000.0,300.0,0.0,4.379736e+07,2.189788e+06,0.0,2.189788e+06,0.0,2.189788e+06,6.53543e+07,1.9387806e+07,0.0,2.0786391e+06,2.1466446e+07,0.0,0.0,0.0,0.0,2.1466446e+07,0.0,0.0,0.0,0.0,0.0,103828.96875
88657,2025,1,3327.32,1817.99,6956.17,3478.08,45465.14,0.0,0.0,15750.0,0.0,2083.26,0.0,0.0,29715.14,3327.32,0.0,0.0,0.0,45465.14,0.0,3327.32,3478.08,45465.14,2500.0,3478.08,37159.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.24,0.0,0.0,12.0,4.0173,45465.137,2500.0,3478.0828,8305.399,3327.3164,1500.0,0.0,0.0,37159.74,1817.9869,0.0,1817.9869,0.0,1817.9869,45465.137,3327.3164,0.0,0.0,3327.3164,0.0,0.0,0.0,0.0,3327.3164,0.0,0.0,0.0,0.0,0.0,0.0
88658,2025,1,5493.64,2780.25,0.0,0.0,88684.78,0.0,16786.08,17750.0,0.0,4244.24,0.0,0.0,65755.86,2882.76,0.0,0.0,0.0,83505.86,0.0,5493.64,0.0,65898.7,2500.0,0.0,56405.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3101,1.7844,65898.7,2500.0,0.0,9493.638,5493.6377,1500.0,0.0,6000.0,56405.066,2780.2534,0.0,2780.2534,0.0,2780.2534,88684.78,5493.6377,0.0,0.0,5493.6377,0.0,0.0,0.0,0.0,5493.6377,0.0,0.0,0.0,16786.078,19748.326,29091.62109375
88659,2025,1,0.0,0.0,0.0,0.0,121.72,0.0,0.0,17750.0,0.0,121.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,121.72,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.71994,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.71994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30216.0,0.0
88660,2025,1,2154.06,2057.7,8574.18,4287.09,53040.62,0.0,0.0,31500.0,0.0,2272.03,0.0,0.0,21540.62,2154.06,0.0,0.0,0.0,53040.62,0.0,2154.06,4287.09,52907.98,5000.0,4287.09,42753.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.59,0.0,0.0,10.0,4.5,52907.98,5000.0,4287.0884,10154.0625,2154.0625,3000.0,0.0,0.0,42753.918,2057.6958,0.0,2057.6958,0.0,2057.6958,53040.625,2154.0625,0.0,0.0,2154.0625,0.0,0.0,0.0,0.0,2154.0625,0.0,0.0,0.0,0.0,0.0,0.0
88661,2025,1,0.0,0.0,17.1,8.55,-612888.25,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,8.55,-7498846.5,8500.0,1.199824e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,-7.4988465e+06,8500.0,1.199824e+06,1.204824e+06,0.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-612888.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88662,2025,1,3626.46,1918.14,7337.58,3668.79,47958.0,0.0,0.0,15750.0,0.0,2207.9,0.0,0.0,32208.0,3626.46,0.0,0.0,0.0,47958.0,0.0,3626.46,3668.79,47958.0,2500.0,3668.79,39162.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.39,0.0,0.0,12.0,4.0173,47958.004,2500.0,3668.7874,8795.248,3626.4604,1500.0,0.0,0.0,39162.758,1918.138,0.0,1918.138,0.0,1918.138,47958.004,3626.4604,0.0,0.0,3626.4604,0.0,0.0,0.0,0.0,3626.4604,0.0,0.0,0.0,0.0,0.0,0.0
88663,2025,1,583300.56,86852.64,0.0,0.0,2.331153e+06,0.0,0.0,31500.0,0.0,10000.0,385438.12,14297.14,1.9142149e+06,494510.9,0.0,0.0,0.0,1.9457149e+06,0.0,569003.42,0.0,2331153.25,5000.0,0.0,1738652.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142649.06,-7127.4614,2.3311532e+06,5000.0,0.0,592500.56,583300.56,3000.0,1200.0,0.0,1.7386528e+06,86852.64,0.0,86852.64,0.0,86852.64,2.331153e+06,569003.44,0.0,14297.139,583300.56,0.0,0.0,0.0,0.0,583300.56,0.0,0.0,0.0,0.0,0.0,0.0
88664,2025,1,0.0,0.0,0.0,0.0,-691.56,0.0,0.0,25625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25625.0,0.0,0.0,0.0,-691.56,5200.0,110.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,-691.55945,5200.0,110.649506,9200.0,0.0,3000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-691.55945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88665,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15750.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.825,0.0,0.0,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88666,2025,1,283466.72,47996.92,2488.24,1244.12,1.2747736e+06,0.0,20568.42,17750.0,0.0,10000.0,13413.6,40841.4,1.24361e+06,27668.45,0.0,0.0,0.0,1.26136e+06,14668.28,227957.04,1244.12,1248205.25,2500.0,1244.12,960738.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.81,0.0,0.0,4193.0312,-204.6524,1.2482052e+06,2500.0,1244.1184,287466.72,283466.72,1500.0,0.0,6000.0,960738.5,47996.926,0.0,47996.926,0.0,47996.926,1.2747736e+06,242625.33,0.0,40841.4,283466.72,0.0,0.0,0.0,0.0,283466.72,0.0,0.0,0.0,20568.416,24198.135,36771.80859375
88667,2025,1,6.559236e+06,785000.9,72613.9,41084.75,2.2323934e+07,0.0,20287.09,31500.0,0.0,10000.0,3.9000112e+06,69702.56,1.8392422e+07,6.207504e+06,0.0,0.0,0.0,1.8423922e+07,0.0,6489533.5,41084.75,22305238.0,5000.0,41084.75,15701617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18677.37,0.0,0.0,1.4430415e+06,-72147.25,2.2305238e+07,5000.0,41084.75,6.603621e+06,6.559236e+06,3000.0,300.0,0.0,1.5701617e+07,785000.9,0.0,785000.9,0.0,785000.9,2.2323934e+07,6.4895335e+06,0.0,69702.56,6.559236e+06,0.0,0.0,0.0,0.0,6.559236e+06,0.0,0.0,0.0,20287.086,23867.158,120804.5
88668,2025,1,0.0,0.0,0.0,0.0,-454684.38,0.0,0.0,33100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33100.0,0.0,0.0,0.0,-3333072.75,8500.0,533291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3330728e+06,8500.0,533291.6,536291.6,0.0,3000.0,0.0,366.55444,0.0,0.0,0.0,0.0,0.0,0.0,-454684.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12748.764,733.10888671875
88669,2025,1,54431.18,13539.21,29269.68,14634.84,345050.2,0.0,0.0,31500.0,0.0,16872.51,15863.0,1405.85,297687.2,48836.01,1000.0,0.0,0.0,329187.2,0.0,54025.33,14634.84,345050.22,5000.0,14634.84,272384.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.72,0.0,0.0,24.0,3.7188,345050.22,5000.0,14634.841,72666.02,54431.18,3000.0,600.0,0.0,272384.2,13539.209,0.0,13539.209,0.0,13539.209,345050.2,54025.332,1000.0,1405.8494,54431.18,0.0,0.0,0.0,0.0,54431.18,0.0,0.0,0.0,0.0,0.0,0.0
88670,2025,1,-511.84,0.0,1023.67,511.84,-606309.3,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,511.84,-1364478.0,8500.0,218828.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.01,511.84,0.0,-7.65,0.0,-1.364478e+06,8500.0,218828.31,224828.31,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-606309.3,0.0,0.0,0.0,0.0,0.0,0.0,511.83728,511.83728,-511.83728,0.0,0.0,0.0,0.0,0.0,0.0
88671,2025,1,0.0,0.0,0.0,0.0,30.31,0.0,0.0,17750.0,0.0,30.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,30.31,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313845,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.313845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33110.01,0.0
88672,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34593.28,0.0
88673,2025,1,209752.14,27955.15,58504.64,31722.14,806077.25,0.0,0.0,31500.0,0.0,10000.0,0.0,274.61,774577.25,208091.05,0.0,0.0,0.0,806077.25,0.0,209477.54,31722.14,806077.25,5000.0,31722.14,560703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16522.99,0.0,0.0,37.0,3.0059,806077.25,5000.0,31722.145,245374.28,209752.14,3000.0,900.0,0.0,560703.0,27955.15,0.0,27955.15,0.0,27955.15,806077.25,209477.53,0.0,274.6096,209752.14,0.0,0.0,0.0,0.0,209752.14,0.0,0.0,0.0,0.0,0.0,0.0
88674,2025,1,-494.55,0.0,989.1,494.55,-8585.81,0.0,0.0,33100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.55,33100.0,0.0,0.0,494.55,-70371.83,8500.0,11754.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.74,0.0,0.0,-7.65,0.0,-70371.83,8500.0,11754.043,14754.043,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8585.807,0.0,0.0,0.0,0.0,494.55005,0.0,0.0,494.55005,-494.55005,0.0,0.0,0.0,0.0,22860.945,0.0
88675,2025,1,114351.05,23178.57,7355.74,3677.87,619075.44,0.0,29175.06,17750.0,0.0,10000.0,21563.17,15183.41,579762.25,38282.2,0.0,0.0,0.0,597512.25,0.0,99167.65,3677.87,583900.31,2500.0,3677.87,464371.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.11,0.0,0.0,7376.445,-364.2031,583900.3,2500.0,3677.8684,119528.92,114351.055,1500.0,0.0,6000.0,464371.38,23178.568,0.0,23178.568,0.0,23178.568,619075.44,99167.65,0.0,15183.406,114351.055,0.0,0.0,0.0,0.0,114351.055,0.0,0.0,0.0,29175.055,34323.594,34444.48046875
88676,2025,1,0.0,0.0,0.0,0.0,-13.56,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,-13.56,3000.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.559989,3000.0,2.169598,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.559989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22678.09,0.0
88677,2025,1,10785.36,3409.82,13403.79,6701.89,87983.58,0.0,0.0,15750.0,0.0,4209.18,0.0,0.0,72233.58,10742.43,0.0,0.0,0.0,87983.58,0.0,10785.35,6701.89,87983.58,2500.0,6701.89,68996.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.29,0.0,0.0,22.0,3.5176,87983.58,2500.0,6701.8936,18987.25,10785.355,1500.0,0.0,0.0,68996.33,3409.8164,0.0,3409.8164,0.0,3409.8164,87983.58,10785.355,0.0,0.0,10785.355,0.0,0.0,0.0,0.0,10785.355,0.0,0.0,0.0,0.0,0.0,0.0
88678,2025,1,-367.79,6.15,735.57,367.79,4807.67,0.0,0.0,15750.0,0.0,476.39,0.0,0.0,0.0,0.0,0.0,0.0,367.79,15750.0,0.0,0.0,367.79,4807.67,3000.0,367.79,307.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71,0.0,0.0,-7.65,2.0,4807.6714,3000.0,367.78687,4500.0,0.0,1500.0,0.0,0.0,307.6714,6.1534276,0.0,6.1534276,0.0,6.1534276,4807.6714,0.0,0.0,0.0,0.0,367.78687,0.0,0.0,367.78687,-367.78687,0.0,0.0,0.0,0.0,0.0,0.0
88679,2025,1,-6727.94,1736.65,7088.1,3544.05,46333.04,0.0,0.0,31500.0,0.0,1936.65,0.0,0.0,14833.05,1483.3,1483.3,0.0,3811.24,46333.04,0.0,1483.3,3544.05,46333.05,5000.0,3544.05,36333.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.75,2916.7,0.0,31.0596,5.0,46333.047,5000.0,3544.0525,10000.0,0.0,3000.0,2000.0,0.0,36333.047,1736.6523,0.0,1736.6523,0.0,1736.6523,46333.047,1483.3047,1483.3047,0.0,0.0,3811.2422,0.0,2916.6953,6727.9375,-6727.9375,0.0,0.0,0.0,0.0,0.0,0.0
88680,2025,1,9.810827e+06,1.3269031e+06,173654.6,105759.43,3.6457052e+07,0.0,0.0,31500.0,0.0,10000.0,2.1613548e+06,820342.75,3.4264196e+07,4.741859e+06,0.0,0.0,0.0,3.4295696e+07,0.0,8990484.0,105759.43,36459248.0,5000.0,105759.43,26539662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88830.06,0.0,0.0,799739.06,-39982.125,3.645925e+07,5000.0,105759.43,9.919586e+06,9.810827e+06,3000.0,0.0,0.0,2.6539662e+07,1.3269031e+06,0.0,1.3269031e+06,0.0,1.3269031e+06,3.6457052e+07,8.990484e+06,0.0,820342.7,9.810827e+06,0.0,0.0,0.0,0.0,9.810827e+06,0.0,0.0,0.0,0.0,0.0,244560.96875
88681,2025,1,-109.88,0.0,219.76,109.88,1436.37,0.0,0.0,15750.0,0.0,476.39,0.0,0.0,0.0,0.0,0.0,0.0,109.88,15750.0,0.0,0.0,109.88,1436.37,3000.0,109.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,0.0,0.0,-7.65,0.0,1436.366,3000.0,109.881996,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.366,0.0,0.0,0.0,0.0,109.881996,0.0,0.0,109.881996,-109.881996,0.0,0.0,0.0,0.0,0.0,0.0
88682,2025,1,22917.72,7072.17,27424.22,13712.11,182673.19,0.0,0.0,31500.0,0.0,8753.66,0.0,0.0,151173.19,22556.92,0.0,0.0,0.0,182673.19,0.0,22917.72,13712.11,182673.19,5000.0,13712.11,143043.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.03,0.0,0.0,22.0,3.5181,182673.19,5000.0,13712.111,39629.836,22917.725,3000.0,0.0,0.0,143043.34,7072.167,0.0,7072.167,0.0,7072.167,182673.19,22917.725,0.0,0.0,22917.725,0.0,0.0,0.0,0.0,22917.725,0.0,0.0,0.0,0.0,0.0,705.327880859375
88683,2025,1,2.747787e+07,3.4268448e+06,781142.3,487657.1,9.653936e+07,0.0,28365.8,34700.0,0.0,10000.0,5.838804e+06,1.8015789e+06,9.0665864e+07,1.6506717e+07,0.0,0.0,0.0,9.070057e+07,0.0,25676292.0,487657.1,96507024.0,5000.0,487657.1,68538496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460685.58,0.0,0.0,2.160392e+06,-108014.74,9.650702e+07,5000.0,487657.06,2.7968528e+07,2.747787e+07,3000.0,0.0,12000.0,6.85385e+07,3.4268448e+06,0.0,3.4268448e+06,0.0,3.4268448e+06,9.653936e+07,2.5676292e+07,0.0,1.8015789e+06,2.747787e+07,0.0,0.0,0.0,0.0,2.747787e+07,0.0,0.0,0.0,28365.795,33371.523,419617.5625
88684,2025,1,3932.87,2714.4,10877.54,5438.77,68259.68,0.0,0.0,31500.0,0.0,3163.77,0.0,0.0,36759.68,3932.87,0.0,0.0,0.0,68259.68,0.0,3932.87,5438.77,68259.68,5000.0,5438.77,55888.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.88,0.0,0.0,12.0007,4.0176,68259.68,5000.0,5438.769,12371.643,3932.8735,3000.0,0.0,0.0,55888.04,2714.4019,0.0,2714.4019,0.0,2714.4019,68259.68,3932.8735,0.0,0.0,3932.8735,0.0,0.0,0.0,0.0,3932.8735,0.0,0.0,0.0,0.0,0.0,0.0
88685,2025,1,-6028.0,372.5,2669.86,1334.93,17450.07,0.0,0.0,23625.0,0.0,682.5,0.0,0.0,0.0,0.0,0.0,0.0,4328.0,23625.0,0.0,0.0,1334.93,17450.07,5200.0,1334.93,8250.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.03,1700.0,0.0,0.0,5.0,17450.066,5200.0,1334.93,9200.0,0.0,3000.0,1000.0,0.0,8250.066,372.50333,0.0,372.50333,0.0,372.50333,17450.066,0.0,0.0,0.0,0.0,4328.0,0.0,1700.0,6028.0,-6028.0,0.0,0.0,0.0,0.0,0.0,0.0
88686,2025,1,1476.82,2347.68,8736.07,4368.04,57098.52,0.0,0.0,23625.0,0.0,2664.93,0.0,0.0,33473.52,3676.82,2200.0,0.0,0.0,57098.52,0.0,3676.82,4368.04,57098.52,2500.0,4368.04,47753.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.93,0.0,0.0,12.0,4.0176,57098.516,2500.0,4368.036,9344.857,1476.8218,3000.0,500.0,0.0,47753.656,2347.6829,0.0,2347.6829,0.0,2347.6829,57098.516,3676.8218,2200.0,0.0,1476.8218,0.0,0.0,0.0,0.0,1476.8218,0.0,0.0,0.0,0.0,0.0,0.0
88687,2025,1,0.0,0.0,2776.74,1388.37,-594851.4,0.0,0.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,0.0,0.0,1388.37,-1980172.38,8500.0,318215.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.16,0.0,0.0,0.0,0.0,-1.9801724e+06,8500.0,318215.94,323215.94,0.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-594851.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88688,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.764,0.0
88689,2025,1,0.0,0.0,0.0,0.0,-613000.0,0.0,0.0,34700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34700.0,0.0,0.0,0.0,-973286.38,8500.0,155725.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-973286.4,8500.0,155725.81,158725.81,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-613000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29211.832,0.0
88690,2025,1,0.0,0.0,0.0,0.0,-6078.48,0.0,0.0,34700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34700.0,0.0,0.0,0.0,-8502.47,8500.0,1360.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8502.474,8500.0,1360.3958,11500.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6078.4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46549.332,0.0
88691,2025,1,1.1873919e+06,155711.45,46907.4,26279.1,4.3495855e+06,0.0,5800.28,34700.0,0.0,10000.0,451114.28,51680.75,3.8637712e+06,879303.25,0.0,0.0,0.0,3.8984712e+06,0.0,1135711.16,26279.1,4332500.0,5000.0,26279.1,3115829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13930.86,0.0,0.0,166949.38,-8342.594,4.3325e+06,5000.0,26279.105,1.216671e+06,1.1873919e+06,3000.0,0.0,12000.0,3.115829e+06,155711.45,0.0,155711.45,0.0,155711.45,4.3495855e+06,1.1357111e+06,0.0,51680.75,1.1873919e+06,0.0,0.0,0.0,0.0,1.1873919e+06,0.0,0.0,0.0,5800.2793,6823.858,58532.34375
88692,2025,1,-9715.02,429.34,2996.78,1498.39,19586.81,0.0,0.0,23625.0,0.0,789.34,0.0,0.0,0.0,0.0,0.0,0.0,7152.0,23625.0,0.0,0.0,1498.39,19586.81,5200.0,1498.39,9386.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.01,2563.02,0.0,-15.0,5.0,19586.809,5200.0,1498.3909,10200.0,0.0,3000.0,2000.0,0.0,9386.809,429.34042,0.0,429.34042,0.0,429.34042,19586.809,0.0,0.0,0.0,0.0,7152.0,0.0,2563.0215,9715.021,-9715.021,0.0,0.0,0.0,0.0,0.0,0.0
88693,2025,1,0.0,0.0,0.0,0.0,-3000.0,0.0,0.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17750.0,0.0,0.0,0.0,-8217.35,3000.0,1314.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8217.354,3000.0,1314.7765,4500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26893.967,0.0
88694,2025,1,3969.55,2033.04,7773.47,3886.74,50817.1,0.0,0.0,15750.0,0.0,2350.86,0.0,0.0,35067.1,3969.55,0.0,0.0,0.0,50817.1,0.0,3969.55,3886.74,50817.1,2500.0,3886.74,41460.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.7,0.0,0.0,12.0,4.0173,50817.098,2500.0,3886.7349,9356.287,3969.5518,1500.0,0.0,0.0,41460.812,2033.0406,0.0,2033.0406,0.0,2033.0406,50817.098,3969.5518,0.0,0.0,3969.5518,0.0,0.0,0.0,0.0,3969.5518,0.0,0.0,0.0,0.0,0.0,0.0
88695,2025,1,561.74,775.28,3269.22,1634.61,21367.43,0.0,0.0,15750.0,0.0,878.37,0.0,0.0,5617.43,561.74,0.0,0.0,0.0,21367.43,0.0,561.74,1634.61,21367.43,3000.0,1634.61,16305.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.83,0.0,0.0,10.0,4.5,21367.428,3000.0,1634.6082,5061.7427,561.7428,1500.0,0.0,0.0,16305.686,775.2843,0.0,775.2843,0.0,775.2843,21367.428,561.7428,0.0,0.0,561.7428,0.0,0.0,0.0,0.0,561.7428,0.0,0.0,0.0,0.0,0.0,0.0
